ServiceDate,VehicleId,VehicleType,VanCapacity,Boarding,empty_seats,TripDirection
12/13/19,1,"CHEV EXPRESS VAN",14,18,-4,OUT
12/16/19,1,"CHEV EXPRESS VAN",14,18,-4,OUT
12/17/19,1,"CHEV EXPRESS VAN",14,18,-4,OUT
12/18/19,1,"CHEV EXPRESS VAN",14,18,-4,OUT
12/19/19,1,"CHEV EXPRESS VAN",14,18,-4,OUT
12/20/19,1,"CHEV EXPRESS VAN",14,18,-4,OUT
12/23/19,1,"CHEV EXPRESS VAN",14,18,-4,OUT
12/24/19,1,"CHEV EXPRESS VAN",14,18,-4,OUT
12/26/19,1,"CHEV EXPRESS VAN",14,18,-4,OUT
12/27/19,1,"CHEV EXPRESS VAN",14,18,-4,OUT
12/30/19,1,"CHEV EXPRESS VAN",14,18,-4,OUT
12/31/19,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/2/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/3/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/6/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/7/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/8/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/9/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/10/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/13/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/14/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/15/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/16/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/17/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/21/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/22/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/23/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/24/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/27/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/28/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/29/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/30/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
1/31/20,1,"CHEV EXPRESS VAN",14,18,-4,OUT
12/2/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/3/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/4/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/5/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/6/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/9/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/10/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/11/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/12/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/13/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/16/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/17/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/18/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/19/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/20/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/23/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/24/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/26/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/27/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/30/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
12/31/19,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/2/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/3/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/6/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/7/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/8/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/9/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/10/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/13/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/14/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/15/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/16/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/17/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/21/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/22/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/23/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/24/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/27/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/28/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/29/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/30/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/31/20,2,"CHEV 15 PASSENGER VAN",15,18,-3,OUT
1/31/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/30/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/29/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/28/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/27/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/24/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/23/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/22/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/21/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/17/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/16/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/15/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/14/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/13/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/10/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/9/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/8/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/7/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/6/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/3/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/2/20,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/31/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/30/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/27/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/26/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/24/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/23/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/20/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/19/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/18/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/17/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/16/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/13/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/12/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/11/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/10/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/9/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/6/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/5/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/4/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/3/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/2/19,82,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
12/31/19,131,"2019 CHEVROLET EXPRESS VAN",11,14,-3,OUT
12/30/19,131,"2019 CHEVROLET EXPRESS VAN",11,14,-3,OUT
12/29/19,131,"2019 CHEVROLET EXPRESS VAN",11,14,-3,OUT
12/28/19,131,"2019 CHEVROLET EXPRESS VAN",11,14,-3,OUT
12/27/19,131,"2019 CHEVROLET EXPRESS VAN",11,14,-3,OUT
12/25/19,131,"2019 CHEVROLET EXPRESS VAN",11,14,-3,OUT
1/30/20,125,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/21/20,125,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/18/20,125,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/15/20,125,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/14/20,125,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/10/20,125,"2016 CHEVROLET EXPRESS VAN",15,18,-3,OUT
1/30/20,120,"2019 CHEVROLET EXPRESS VAN",12,15,-3,OUT
1/28/20,120,"2019 CHEVROLET EXPRESS VAN",12,15,-3,OUT
1/24/20,120,"2019 CHEVROLET EXPRESS VAN",12,15,-3,OUT
1/15/20,120,"2019 CHEVROLET EXPRESS VAN",12,15,-3,OUT
1/13/20,146,"FORD E350 VAN",12,14,-2,OUT
1/29/20,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/23/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/22/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/21/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/20/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/19/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/18/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/17/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/16/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/15/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/14/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/13/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/12/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/11/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/10/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/9/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/8/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/7/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/6/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/5/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/4/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/3/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/2/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/1/19,120,"2019 CHEVROLET EXPRESS VAN",12,14,-2,OUT
12/2/19,161,"FORD E35O PASSENGER VANS",12,14,-2,OUT
12/3/19,161,"FORD E35O PASSENGER VANS",12,14,-2,OUT
12/4/19,161,"FORD E35O PASSENGER VANS",12,14,-2,OUT
12/5/19,161,"FORD E35O PASSENGER VANS",12,14,-2,OUT
12/6/19,161,"FORD E35O PASSENGER VANS",12,14,-2,OUT
1/31/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/30/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/29/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/28/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/27/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/24/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/23/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/22/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/2/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/3/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/4/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/5/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/6/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/9/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/10/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/11/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/12/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/13/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/16/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/17/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/18/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/19/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/20/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/23/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/24/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/26/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/27/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/30/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
12/31/19,10,"CHEV 15 PASSENGER VAN",15,17,-2,OUT
1/21/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/17/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/16/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/15/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/14/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/13/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/10/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/9/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/8/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/7/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/6/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/3/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/2/20,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/31/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/30/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/27/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/26/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/24/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/23/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/20/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/19/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/18/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/17/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/16/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/13/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/12/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/11/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/10/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/9/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/6/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/5/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/4/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/3/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
12/2/19,15,"CHEVROLET EXPRESS VAN",15,17,-2,OUT
1/31/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/30/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/29/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/28/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/27/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/26/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/25/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/24/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/23/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/22/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/21/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/19/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/18/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/17/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/16/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/15/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/14/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/13/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/12/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/11/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/10/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/9/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/8/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/7/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/6/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/5/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/4/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/3/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
1/2/20,208,"FORD ECON E350 VAN",11,12,-1,OUT
12/12/19,241,"2015 CHEVROLET EXPRESS VAN",15,16,-1,OUT
1/31/20,268,"2016 CHEVROLET EXPRESS VAN",15,16,-1,OUT
1/30/20,268,"2016 CHEVROLET EXPRESS VAN",15,16,-1,OUT
1/29/20,268,"2016 CHEVROLET EXPRESS VAN",15,16,-1,OUT
1/25/20,268,"2016 CHEVROLET EXPRESS VAN",15,16,-1,OUT
1/23/20,268,"2016 CHEVROLET EXPRESS VAN",15,16,-1,OUT
1/22/20,268,"2016 CHEVROLET EXPRESS VAN",15,16,-1,OUT
1/21/20,268,"2016 CHEVROLET EXPRESS VAN",15,16,-1,OUT
1/20/20,268,"2016 CHEVROLET EXPRESS VAN",15,16,-1,OUT
1/14/20,145,"FORD E35O PASSENGER VANS",12,13,-1,OUT
1/15/20,145,"FORD E35O PASSENGER VANS",12,13,-1,OUT
1/16/20,145,"FORD E35O PASSENGER VANS",12,13,-1,OUT
1/17/20,145,"FORD E35O PASSENGER VANS",12,13,-1,OUT
1/18/20,145,"FORD E35O PASSENGER VANS",12,13,-1,OUT
1/19/20,145,"FORD E35O PASSENGER VANS",12,13,-1,OUT
1/21/20,145,"FORD E35O PASSENGER VANS",12,13,-1,OUT
1/22/20,145,"FORD E35O PASSENGER VANS",12,13,-1,OUT
1/23/20,145,"FORD E35O PASSENGER VANS",12,13,-1,OUT
1/24/20,145,"FORD E35O PASSENGER VANS",12,13,-1,OUT
1/25/20,145,"FORD E35O PASSENGER VANS",12,13,-1,OUT
1/26/20,145,"FORD E35O PASSENGER VANS",12,13,-1,OUT
1/27/20,145,"FORD E35O PASSENGER VANS",12,13,-1,OUT
1/28/20,145,"FORD E35O PASSENGER VANS",12,13,-1,OUT
1/29/20,145,"FORD E35O PASSENGER VANS",12,13,-1,OUT
1/30/20,145,"FORD E35O PASSENGER VANS",12,13,-1,OUT
1/31/20,145,"FORD E35O PASSENGER VANS",12,13,-1,OUT
12/6/19,146,"FORD E350 VAN",12,13,-1,OUT
12/7/19,146,"FORD E350 VAN",12,13,-1,OUT
12/8/19,146,"FORD E350 VAN",12,13,-1,OUT
12/9/19,146,"FORD E350 VAN",12,13,-1,OUT
12/10/19,146,"FORD E350 VAN",12,13,-1,OUT
12/11/19,146,"FORD E350 VAN",12,13,-1,OUT
12/12/19,146,"FORD E350 VAN",12,13,-1,OUT
12/13/19,146,"FORD E350 VAN",12,13,-1,OUT
12/14/19,146,"FORD E350 VAN",12,13,-1,OUT
12/15/19,146,"FORD E350 VAN",12,13,-1,OUT
12/16/19,146,"FORD E350 VAN",12,13,-1,OUT
12/17/19,146,"FORD E350 VAN",12,13,-1,OUT
12/18/19,146,"FORD E350 VAN",12,13,-1,OUT
12/19/19,146,"FORD E350 VAN",12,13,-1,OUT
12/20/19,146,"FORD E350 VAN",12,13,-1,OUT
12/21/19,146,"FORD E350 VAN",12,13,-1,OUT
12/22/19,146,"FORD E350 VAN",12,13,-1,OUT
12/23/19,146,"FORD E350 VAN",12,13,-1,OUT
12/24/19,146,"FORD E350 VAN",12,13,-1,OUT
12/26/19,146,"FORD E350 VAN",12,13,-1,OUT
12/27/19,146,"FORD E350 VAN",12,13,-1,OUT
12/28/19,146,"FORD E350 VAN",12,13,-1,OUT
12/29/19,146,"FORD E350 VAN",12,13,-1,OUT
12/30/19,146,"FORD E350 VAN",12,13,-1,OUT
12/31/19,146,"FORD E350 VAN",12,13,-1,OUT
1/2/20,146,"FORD E350 VAN",12,13,-1,OUT
1/3/20,146,"FORD E350 VAN",12,13,-1,OUT
1/4/20,146,"FORD E350 VAN",12,13,-1,OUT
1/5/20,146,"FORD E350 VAN",12,13,-1,OUT
1/6/20,146,"FORD E350 VAN",12,13,-1,OUT
1/7/20,146,"FORD E350 VAN",12,13,-1,OUT
1/8/20,146,"FORD E350 VAN",12,13,-1,OUT
1/9/20,146,"FORD E350 VAN",12,13,-1,OUT
1/10/20,146,"FORD E350 VAN",12,13,-1,OUT
1/11/20,146,"FORD E350 VAN",12,13,-1,OUT
1/12/20,146,"FORD E350 VAN",12,13,-1,OUT
1/31/20,125,"2016 CHEVROLET EXPRESS VAN",15,16,-1,OUT
1/19/20,120,"2019 CHEVROLET EXPRESS VAN",12,13,-1,OUT
1/17/20,120,"2019 CHEVROLET EXPRESS VAN",12,13,-1,OUT
1/16/20,120,"2019 CHEVROLET EXPRESS VAN",12,13,-1,OUT
12/31/19,120,"2019 CHEVROLET EXPRESS VAN",12,13,-1,OUT
12/30/19,120,"2019 CHEVROLET EXPRESS VAN",12,13,-1,OUT
12/29/19,120,"2019 CHEVROLET EXPRESS VAN",12,13,-1,OUT
12/28/19,120,"2019 CHEVROLET EXPRESS VAN",12,13,-1,OUT
12/27/19,120,"2019 CHEVROLET EXPRESS VAN",12,13,-1,OUT
12/26/19,120,"2019 CHEVROLET EXPRESS VAN",12,13,-1,OUT
12/25/19,120,"2019 CHEVROLET EXPRESS VAN",12,13,-1,OUT
12/24/19,120,"2019 CHEVROLET EXPRESS VAN",12,13,-1,OUT
1/25/20,171,"2017 CHEVROLET EXPRESS VAN",11,12,-1,OUT
1/31/20,142,"FORD E350 VAN",12,12,0,OUT
1/30/20,142,"FORD E350 VAN",12,12,0,OUT
1/29/20,142,"FORD E350 VAN",12,12,0,OUT
1/28/20,142,"FORD E350 VAN",12,12,0,OUT
1/27/20,142,"FORD E350 VAN",12,12,0,OUT
1/24/20,142,"FORD E350 VAN",12,12,0,OUT
1/23/20,142,"FORD E350 VAN",12,12,0,OUT
1/22/20,142,"FORD E350 VAN",12,12,0,OUT
1/21/20,142,"FORD E350 VAN",12,12,0,OUT
1/17/20,142,"FORD E350 VAN",12,12,0,OUT
1/16/20,142,"FORD E350 VAN",12,12,0,OUT
1/15/20,142,"FORD E350 VAN",12,12,0,OUT
1/14/20,142,"FORD E350 VAN",12,12,0,OUT
1/13/20,142,"FORD E350 VAN",12,12,0,OUT
